StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,HUB_01,MOTIVATION_01,MOTIVATION_01_8_TEXT,PROFICIENCY_01,PROFICIENCY_02,PROFICIENCY_03,PROFICIENCY_05,PROFICIENCY_04,PRIOR_01,PRIOR_02,PRIOR_02_17_TEXT,PRIOR_05,PRIOR_06,PRIOR_06_3_TEXT,PRIOR_07,PRIOR_04,BELONG_01,BELONG_02,MENTOR_02,MENTOR_03,MENTOR_06_1,MENTOR_06_2,MENTOR_06_3,MENTOR_06_4,MENTOR_06_5,MENTOR_06_6,MENTOR_07_1,MENTOR_07_2,MENTOR_07_3,MENTOR_07_4,MENTOR_07_5,MENTOR_08,ACCESS_01,ACCESS_01_7_TEXT,PLANS_01,PLANS_02,PLANS_02_9_TEXT,PLANS_03,INTEREST_01,INTEREST_02,INTEREST_03,INTEREST_04,INTEREST_05,INTEREST_06,TESTIMONIAL,CALNETUSER
2026-05-08 11:31:19,2026-05-08 11:36:22,IP Address,136.152.214.170,100,302,True,2026-05-08 11:36:22,R_6wlcjtRHyJmE34d,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,"To make my undergraduate experience complete,To shape knowledge, not just consume it,To prepare for graduate school",,Very Good,Good,Very Good,Fair,Good,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,"The main difference is that we have a final presentation at the end. ","Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"Because of the year long process and the consistent mentorship + workshops. ","Helped me learn new coding skills ",Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,No.,None of the above.,,Strongly considering,Yes,"I’m not sure ",Year long,June,August,,,REDACTED
2026-05-08 11:29:19,2026-05-08 11:38:40,IP Address,174.239.173.8,100,560,True,2026-05-08 11:38:40,R_6zC4cP08z27nVvO,,,,REDACTED,37.6736,-122.0944,anonymous,EN,CICI,"To shape knowledge, not just consume it,To gain hands-on skills",,Excellent,Excellent,Excellent,Very Good,Very Good,No,,,,Reaching out directly to a professor,,"The research aligned with my interests ","Help narrow down my own study of interest ",Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours",,"Yes, in the same group.",,,Actively appREDACTEDg,No,"More research opportunities ",Year long,August,June,N/a,Na,REDACTED
2026-05-08 11:42:10,2026-05-08 11:45:51,IP Address,146.75.154.192,100,220,True,2026-05-08 11:45:51,R_52IU9LKTX1YOnpm,,,,REDACTED,37.9044,-122.0589,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To build mentorship connections",,Excellent,Excellent,Excellent,Fair,Very Good,No,,,,Reaching out directly to a professor,,"The topics and freedom to work interdisciplinarily! ","I’ve gained such a large critical and intellectual vocabulary, and gained confidence in sharing my critical thought with others ",Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments",,"Yes, in a different group.",,,Strongly considering,Yes,,Semester long,June,July,,"Getting to work on such a specific field for so long was very valuable ",REDACTED
2026-05-08 11:44:27,2026-05-08 11:46:57,IP Address,136.152.214.252,100,150,True,2026-05-08 11:46:57,R_7VMAlfwWAAuwx2N,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Molecular Foundry,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To build mentorship connections",,Excellent,Excellent,Excellent,Fair,Excellent,Yes,Reached out directly to a professor,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,"My academic workload and responsibilities,Transportation to/from research site (cost or time)",,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Year with possibility of extending into summer,June,May,,,REDACTED
2026-05-08 11:44:21,2026-05-08 11:47:17,IP Address,136.152.214.26,100,176,True,2026-05-08 11:47:18,R_5FQH8ljaCPAo05j,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Social Sciences,To make my undergraduate experience complete,,Excellent,Excellent,Excellent,Excellent,Excellent,No,,,,Reaching out directly to a professor,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More than 5 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Strongly considering,Yes,,Year long,August,August,,,REDACTED
2026-05-08 11:44:23,2026-05-08 11:47:31,IP Address,136.152.214.224,100,187,True,2026-05-08 11:47:31,R_8Qxjb6jgz5CQVs2,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Social Sciences,To make my undergraduate experience complete,,Excellent,Excellent,Excellent,Excellent,Excellent,Yes,Seminar or conference,,,Reaching out directly to a professor,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in the same group.",,,Strongly considering,Yes,,Semester long,March,March,,,REDACTED
2026-05-08 11:34:02,2026-05-08 11:48:05,IP Address,136.152.214.247,100,842,True,2026-05-08 11:48:05,R_6j8IvOyePeKmNlF,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,To prepare for graduate school,,Excellent,Excellent,Excellent,Excellent,Excellent,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,"Yes, in a different group.",,,Actively appREDACTEDg,Yes,,,March,,,,REDACTED
2026-05-08 11:42:22,2026-05-08 11:48:06,IP Address,136.152.214.138,100,343,True,2026-05-08 11:48:07,R_6dNcuGK8MRKpOs2,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To build mentorship connections",,Excellent,Very Good,Excellent,Fair,Good,Yes,Other,,CICI was more interactive and structured,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,The topic! And mentor,"Directly relevant to my academic interest ",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours",,No.,Government / nonprofit.,,,"I would be interested, but I am not eligible due to graduating this semester",,Year long,,,,This program was amazing. I had access to resources to explore questions and topics that are not common of accessible in a classroom setting,REDACTED
2026-05-08 11:34:36,2026-05-08 11:50:25,IP Address,136.152.214.151,100,948,True,2026-05-08 11:50:25,R_14N51yjAQK1kTiy,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,To explore career interests,,Good,Good,Fair,Good,Good,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,More than 5 hrs/week,"My academic workload and responsibilities,Transportation to/from research site (cost or time)",,"Yes, in the same group.",,,Exploring options,Yes,,Year long,June,July,,,REDACTED
2026-05-08 11:42:15,2026-05-08 11:51:00,IP Address,136.152.214.66,100,525,True,2026-05-08 11:51:01,R_5fN3j5t9qzRIaD1,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To build mentorship connections,To prepare for graduate school",,Very Good,Very Good,Very Good,Fair,Fair,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,"The Discovery Hubs research project felt more collaborative, and there were several more opportunities for mentorship and gain insight into what graduate-level work looks like ","Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"I appreciated the direct mentorship aspect and also enjoyed getting to know other undergraduates in different disciplines ","I learned more about my own research interests and helped clarify what I would look for in a graduate program, should I continue this research",Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 hrs/wk,My academic workload and responsibilities,,No.,Government / nonprofit.,,Position secured or offered accepted,Yes,,Year long,June,August,,"The Discovery Research Hub helped me recognize how essential interdisciplinary research is in shaping a research project. I learned how to work collaboratively with people who have different trainings, and I learned how my own disciplinary perspective brings in new insight. I am glad to have received mentorship from a PhD student who modeled to me what rigorous research practically looks like. ",REDACTED
2026-05-08 11:42:22,2026-05-08 11:51:34,IP Address,107.127.14.77,100,551,True,2026-05-08 11:51:35,R_5HpIRFe5mz5jHQb,,,,REDACTED,37.7958,-122.4203,anonymous,EN,CICI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Very Good,Excellent,Very Good,Excellent,No,,,,,,,"As an aspiring academic, Discovery Hubs has provided a platform for me to explore my specific interests in Eastern European and Soviet film theories and works. I have changed my major to Film because this program has sparked an interest in the field. ",Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,1-2 hrs/wk,"My academic workload and responsibilities,My job responsibilties and work hours,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in a different group.",,,Generally considering,Yes,If the mentor was more active.,Semester long,August,August,,"I appreciate this program, and I believe it will aid me in my future prospects in academia. ",REDACTED
2026-05-08 11:56:54,2026-05-08 12:00:59,IP Address,136.152.214.67,100,244,True,2026-05-08 12:00:59,R_5z6YgLVcEqEeKJV,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Social Sciences,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application)",,Very Good,Very Good,Very Good,Good,Very Good,Yes,"Reached out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,"Bigger team ","Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"I both both haas and discovery but just wanted more experience ",I learned how to work in a group and was able to work under someone who is amazing!,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,My academic workload and responsibilities,,No.,"Teaching / education.,Government / nonprofit.",,Actively appREDACTEDg,Yes,,Year long,August,August,,,REDACTED
2026-05-08 11:54:30,2026-05-08 12:02:04,IP Address,172.56.46.80,100,453,True,2026-05-08 12:02:04,R_7uqIpeafWD5wH61,,,,REDACTED,37.7308,-122.3838,anonymous,EN,CICI,To make my undergraduate experience complete,,Excellent,Very Good,Excellent,Very Good,Very Good,No,,,,Other,No,It was my only avenue,I learned what humanities research actually looks like and was able to make informed decisions about my future.,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,3-4 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments,Transportation to/from research site (cost or time)",,"Yes, in a different group.",,,Exploring options,"I would be interested, but I am not eligible due to graduating this semester",,Year long,,,,"This was the most in depth learning experience I had at Berkeley, and it profoundly changed my understanding of the University. ",REDACTED
2026-05-08 12:02:28,2026-05-08 12:06:26,IP Address,136.152.214.156,100,237,True,2026-05-08 12:06:26,R_5VdpocaZG6v8z2H,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Molecular Foundry,"To shape knowledge, not just consume it,To explore career interests,To build mentorship connections",,Excellent,Very Good,Excellent,Fair,Very Good,Yes,Friend or acquaintance connected me to a research group,,I had more of a project at Discovery,Reaching out directly to a professor,,I choose discovery because of the project I got accepted to.,"It was good, it helped me gain connections and clarify my career goals.",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More than 5 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours",,"Yes, in the same group.",,,Position secured or offered accepted,Yes,Clearer projects and options to choose from.,Year long,March,May,,,REDACTED
2026-05-08 12:02:25,2026-05-08 12:06:28,IP Address,136.152.214.56,100,243,True,2026-05-08 12:06:29,R_6UTHywwEiJjKQ4F,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Molecular Foundry,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Very Good,Good,Very Good,Good,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,The opportunity I was accepted into was the most applicable to my plans and felt like it had the greatest room for growth,It has helped encourage me to want to pursue academia,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,3-4 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours",,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Semester long,July,August,,,REDACTED
2026-05-08 12:10:54,2026-05-08 12:13:10,IP Address,136.152.214.246,100,136,True,2026-05-08 12:13:10,R_7OuDjbQ4RTptV91,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,To prepare for graduate school,,Very Good,Excellent,Excellent,Very Good,Excellent,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,My academic workload and responsibilities,,No.,"Non-academic/industry research.,Teaching / education.",,Actively appREDACTEDg,"I would be interested, but I am not eligible due to graduating this semester",,,,,,,REDACTED
2026-05-08 12:13:25,2026-05-08 12:16:36,IP Address,136.152.214.126,100,190,True,2026-05-08 12:16:36,R_5QXV5opGxzGX9nP,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Fair,Fair,Fair,Very Good,No,,,,Reaching out directly to a professor,,Professors are hard to reach out to!,I’ve made friends and learned the value of collaborative research.,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,"My academic workload and responsibilities,My job responsibilties and work hours,My family responsibilities/commitments,Other",Life!,"Yes, in a different group.",,,Generally considering,"I would be interested, but I am not eligible due to graduating this semester",,Year with possibility of extending into summer,May,July,,This has been such a wonderful opportunity to make friends and build research connections! Shoutout CICI!,REDACTED
2026-05-08 12:13:05,2026-05-08 12:16:39,IP Address,136.152.214.131,100,214,True,2026-05-08 12:16:40,R_1VBXG5vxKnuexJV,,,,REDACTED,37.8657,-122.2571,anonymous,EN,CICI,To prepare for graduate school,,Very Good,Very Good,Very Good,Good,Fair,Yes,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars, UCDC)",,Discovery Hubs were interdisciplinary,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,I wanted to do interdisciplinary research,I feel more ready for grad school,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Exploring options,Yes,I would like to participate,Semester long,March,August,,,REDACTED
2026-05-08 12:13:01,2026-05-08 12:20:43,IP Address,136.152.214.13,100,462,True,2026-05-08 12:20:43,R_35Ns4eRouMdR3TJ,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Molecular Foundry,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Good,Good,Good,Good,Yes,Other,SULI program at Stanford alinear Accelerator Center,"I had a more active role in the research for this experience. ","Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,Because the topic interested me,I have gained a lot more confidence in my skills to convey my research to others,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More than 5 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Year with possibility of extending into summer,June,August,,"I really appreciated my mentor being open to questions and explaining difficult concepts to me in a welcoming environment ",REDACTED
2026-05-08 12:17:46,2026-05-08 12:21:41,IP Address,146.75.154.193,100,234,True,2026-05-08 12:21:42,R_5dSQrC91RGQvZbH,,,,REDACTED,37.9044,-122.0589,anonymous,EN,Kavli ENSI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To build mentorship connections,To prepare for graduate school",,Excellent,Fair,Excellent,Poor,Excellent,Yes,"Reached out directly to a professor,Friend or acquaintance connected me to a research group",,"This one more engaged ",Reaching out directly to a professor,,"Like this project ",Learn more about physics,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More than 5 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Generally considering,Yes,,Semester long,March,July,,,REDACTED
2026-05-08 12:21:08,2026-05-08 12:25:33,IP Address,136.152.214.70,100,264,True,2026-05-08 12:25:33,R_7ihDJRofbrBpslJ,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To prepare for graduate school",,Very Good,Good,Very Good,Good,Good,No,,,,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"Unique opportunity for research ",Gained many skills and knowledge of research in general,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 hrs/wk,My academic workload and responsibilities,,No.,Other,,Position secured or offered accepted,Yes,,Year long,June,August,,,REDACTED
2026-05-08 12:24:10,2026-05-08 12:28:20,IP Address,136.152.209.77,100,250,True,2026-05-08 12:28:21,R_1jYEJ3C1TLy19O0,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To prepare for graduate school",,Good,Good,Very Good,Good,Good,Yes,Other,"Filled out a professor's application ",Discovery Hub was much more extensive and the mentorship aspect was amazing. I learned so much..,Reaching out directly to a professor,,"I loved the support and the experience and my mentor was great ","It made me consider biophysics as an avenue ",Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3-4 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Year with possibility of extending into summer,July,August,,"I'm a physics and astrophysics major being able to be exposed to biophysics was amazing and made me consider biophysics for grad school. ",REDACTED
2026-05-08 12:27:13,2026-05-08 12:28:33,IP Address,136.152.214.55,100,79,True,2026-05-08 12:28:33,R_5fkefj4jKFa5hcr,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,To make my undergraduate experience complete,,Good,,Poor,,Good,Yes,Participated in the Discovery Hubs in a previous academic term,,,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,,,Agree,Agree,Agree,,Somewhat Agree,,,,,,Agree,,,,,More than 5 hrs/week,My family responsibilities/commitments,,"Yes, in a different group.",,,Actively appREDACTEDg,Yes,,,July,,,,REDACTED
2026-05-08 12:27:30,2026-05-08 12:29:11,IP Address,146.75.154.0,100,100,True,2026-05-08 12:29:12,R_63l1CaV2pPbXDeF,,,,REDACTED,37.3388,-121.8916,anonymous,EN,Kavli ENSI,To make my undergraduate experience complete,,Excellent,Excellent,Excellent,Excellent,Excellent,Yes,"Reached out directly to a professor,Seminar or conference",,,Reaching out directly to a professor,,,,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDACTED
2026-05-08 12:15:29,2026-05-08 12:21:14,IP Address,136.152.214.182,100,345,True,2026-05-08 12:36:15,R_6sBcbobCoVcNLfV,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Good,Fair,Very Good,Good,Very Good,No,,,,"Reaching out directly to a professor,Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,"Discovery felt much more grass-roots and had much more choosing-power applied to the grad student. This permits an underserved student like myself to access research via a 1-1 connection, instead of via a resume.","Monumental. I went from having discounted grad school and giving up on research, to being confident in my own abilities and capabilities to perform research",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,3-4 hrs/week,"My job responsibilties and work hours,My family responsibilities/commitments,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra')",,"Yes, in the same group.",,,Strongly considering,"I would be interested, but I am not eligible due to graduating this semester",Some form of funding not attached to being an active undergrad.,Year with possibility of extending into summer,March,June,,,REDACTED
2026-05-08 12:31:44,2026-05-08 12:36:56,IP Address,136.152.214.35,100,312,True,2026-05-08 12:36:57,R_3kvuaTZ6OT07zRn,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Molecular Foundry,"To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To gain hands-on skills,To explore career interests,To build mentorship connections",,Very Good,Excellent,Excellent,Poor,Very Good,No,,,,"Another program on campus (URAP, SURF, Rose Hills, Haas Scholars)",,Because of their commitment to intellectual development and scientific objectIvity,My new skills and experienced game allows me to move into higher impact positions and a greater career trajectory,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,More than 5 hrs/week,"My academic workload and responsibilities,Financial concerns (e.g., related expenses, need for paid work left no time for something that feels 'extra'),Transportation to/from research site (cost or time)",,"Yes, in the same group.",,,Strongly considering,Yes,School credits,Year long,,June,,,REDACTED
2026-05-08 12:38:02,2026-05-08 12:40:05,IP Address,136.152.214.5,100,123,True,2026-05-08 12:40:05,R_3hSGUkKzrZdSquB,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,To make my undergraduate experience complete,,Good,Excellent,Excellent,Excellent,Excellent,No,,,,Reaching out directly to a professor,,"It sounded interesting ",It made me more interested in research.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,More than 5 hrs/week,My academic workload and responsibilities,,"Yes, in the same group.",,,Actively appREDACTEDg,Yes,Yes,Semester long,April,March,,It was great,REDACTED
2026-05-08 12:37:22,2026-05-08 12:41:50,IP Address,136.152.214.126,100,267,True,2026-05-08 12:41:50,R_5jwyLOdt8DMKz5o,,,,REDACTED,37.8657,-122.2571,anonymous,EN,Kavli ENSI,"To make my undergraduate experience complete,To engage in more active learning compared to the traditional classroom experience (e.g., reading textbooks with no application),To shape knowledge, not just consume it,To gain hands-on skills,To explore career interests,To build mentorship connections,To prepare for graduate school",,Excellent,Excellent,Excellent,Excellent,Excellent,Yes,Reached out directly to a professor,,"More opportunities for mentorship. ",Reaching out directly to a professor,,"My mentor was involved. ","Discovery hubs has been beneficial and a great opportunity to learn. ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1-2 hrs/wk,,,"Yes, in the same group.",,,Position secured or offered accepted,Yes,,Year long,March,April,,,REDACTED
